,timestamp,disk_id,model,failure,r_sectors,u_errors,n_b_written,command_timeout,current_pending_sector_count,uncorrectable_sector_count
13638585,2019-02-08,ZA180N6K,ST8000NM0055,1.0,272.0,0.0,44131240008.0,0.0,0.0,0.0
13642483,2019-09-13,ZA180PA2,ST8000NM0055,1.0,40.0,6.0,51126153808.0,0.0,24.0,24.0
13687343,2019-07-29,ZA180Q95,ST8000NM0055,1.0,0.0,3.0,50762316032.0,0.0,8.0,8.0
13698668,2022-01-20,ZA180Q9J,ST8000NM0055,1.0,11984.0,22.0,78186807216.0,0.0,0.0,0.0
13701681,2021-10-04,ZA180Q9P,ST8000NM0055,1.0,144.0,37.0,74871862560.0,0.0,0.0,0.0
13702607,2020-07-16,ZA180Q9Q,ST8000NM0055,1.0,2296.0,3.0,63356250192.0,0.0,0.0,0.0
13704102,2022-02-03,ZA180Q9S,ST8000NM0055,1.0,280.0,19.0,71925001792.0,0.0,16.0,16.0
13720121,2021-06-19,ZA180QA8,ST8000NM0055,1.0,472.0,0.0,71889964600.0,0.0,0.0,0.0
13722750,2020-09-16,ZA180QAB,ST8000NM0055,1.0,25952.0,43.0,61047642672.0,0.0,8.0,8.0
13724120,2021-10-01,ZA180QAE,ST8000NM0055,1.0,272.0,0.0,71150946896.0,0.0,0.0,0.0
13733377,2020-11-24,ZA180QAM,ST8000NM0055,1.0,1016.0,0.0,63681339976.0,8590065666.0,0.0,0.0
13733956,2019-08-02,ZA180QAN,ST8000NM0055,1.0,24.0,3.0,49909234656.0,0.0,8.0,8.0
13737151,2022-04-03,ZA180QAS,ST8000NM0055,1.0,55232.0,60.0,75973519656.0,4295032833.0,0.0,0.0
13743592,2022-03-01,ZA180QB2,ST8000NM0055,1.0,2888.0,45.0,73980891312.0,0.0,8.0,8.0
13748033,2021-12-03,ZA180QB8,ST8000NM0055,1.0,96.0,0.0,72288119664.0,0.0,0.0,0.0
13759628,2018-04-20,ZA180QBJ,ST8000NM0055,1.0,0.0,0.0,25322645848.0,0.0,0.0,0.0
13784162,2022-04-15,ZA180QC2,ST8000NM0055,1.0,184.0,1.0,81060430248.0,0.0,0.0,0.0
13792744,2019-01-17,ZA180QC8,ST8000NM0055,1.0,0.0,5.0,39345259040.0,0.0,464.0,464.0
13909934,2020-01-01,ZA180QFP,ST8000NM0055,1.0,97.0,0.0,55006173128.0,0.0,0.0,0.0
13961977,2021-04-17,ZA180QHB,ST8000NM0055,1.0,24.0,0.0,69817172016.0,0.0,0.0,0.0
13975477,2019-01-10,ZA180QHT,ST8000NM0055,1.0,10.0,0.0,39289233272.0,0.0,24.0,24.0
13975788,2018-11-08,ZA180QHW,ST8000NM0055,1.0,24.0,0.0,39675260720.0,0.0,0.0,0.0
13982986,2019-10-03,ZA180QJ5,ST8000NM0055,1.0,16.0,0.0,52666458816.0,0.0,0.0,0.0
13985905,2021-07-03,ZA180QJ7,ST8000NM0055,1.0,35736.0,38.0,71576809880.0,0.0,0.0,0.0
13997448,2018-02-23,ZA180QJK,ST8000NM0055,1.0,0.0,0.0,23303132600.0,0.0,0.0,0.0
14066101,2021-10-30,ZA180QLR,ST8000NM0055,1.0,10384.0,13.0,75333600544.0,0.0,0.0,0.0
14109162,2019-03-03,ZA180QNJ,ST8000NM0055,1.0,0.0,0.0,44392426072.0,0.0,0.0,0.0
14131588,2021-01-26,ZA180QPC,ST8000NM0055,1.0,80.0,3.0,65712710624.0,0.0,0.0,0.0
14147731,2021-10-11,ZA180QQ1,ST8000NM0055,1.0,0.0,0.0,70922865512.0,4295032833.0,0.0,0.0
14194003,2018-12-10,ZA180QS4,ST8000NM0055,1.0,0.0,5.0,38003087128.0,0.0,16.0,16.0
14220552,2018-11-03,ZA180QTG,ST8000NM0055,1.0,22640.0,35.0,39725179048.0,0.0,0.0,0.0
14224866,2020-10-31,ZA180QTN,ST8000NM0055,1.0,20456.0,23.0,66301782416.0,0.0,0.0,0.0
14288642,2021-12-26,ZA180QXV,ST8000NM0055,1.0,0.0,0.0,78342328776.0,0.0,0.0,0.0
14372837,2019-06-19,ZA180R10,ST8000NM0055,1.0,0.0,0.0,46512497432.0,0.0,0.0,0.0
14381463,2019-03-04,ZA180R1C,ST8000NM0055,1.0,9.0,2.0,41469793384.0,0.0,8.0,8.0
14389552,2022-03-10,ZA180R1H,ST8000NM0055,1.0,13064.0,21.0,73535560224.0,0.0,0.0,0.0
14420480,2021-10-31,ZA180R2E,ST8000NM0055,1.0,14640.0,43.0,75600483520.0,0.0,0.0,0.0
14466811,2019-02-08,ZA180R3Y,ST8000NM0055,1.0,0.0,0.0,42931759056.0,0.0,0.0,0.0
14496901,2019-07-26,ZA180R52,ST8000NM0055,1.0,2504.0,1.0,51101201408.0,0.0,0.0,0.0
14504761,2021-07-25,ZA180R5F,ST8000NM0055,1.0,58552.0,81.0,69613182848.0,0.0,0.0,0.0
14521094,2022-04-13,ZA180R70,ST8000NM0055,1.0,41632.0,290.0,75440170472.0,0.0,0.0,0.0
14523310,2019-07-31,ZA180R72,ST8000NM0055,1.0,8.0,3.0,49487111112.0,0.0,8.0,8.0
14524337,2020-10-25,ZA180R73,ST8000NM0055,1.0,16.0,3.0,68423431560.0,0.0,8.0,8.0
14524765,2019-03-04,ZA180R77,ST8000NM0055,1.0,0.0,0.0,43049825248.0,0.0,0.0,0.0
14542305,2021-02-14,ZA180R9T,ST8000NM0055,1.0,26432.0,48.0,69481428424.0,0.0,0.0,0.0
14550587,2018-03-23,ZA180RA6,ST8000NM0055,1.0,13040.0,69.0,28628710200.0,0.0,0.0,0.0
14558957,2018-06-15,ZA180RAD,ST8000NM0055,1.0,40.0,4.0,33441400248.0,0.0,8.0,8.0
14569009,2019-07-25,ZA180RAR,ST8000NM0055,1.0,32.0,14.0,48004026904.0,0.0,40.0,40.0
14610067,2018-02-23,ZA180RCH,ST8000NM0055,1.0,0.0,0.0,21236024944.0,0.0,0.0,0.0
14615167,2018-06-26,ZA180RCT,ST8000NM0055,1.0,0.0,0.0,34794172184.0,0.0,0.0,0.0
14621588,2022-02-09,ZA180RD5,ST8000NM0055,1.0,0.0,0.0,72511185256.0,0.0,0.0,0.0
14626995,2019-05-02,ZA180RDJ,ST8000NM0055,1.0,0.0,6.0,45381853336.0,0.0,16.0,16.0
14635919,2019-12-18,ZA180RDR,ST8000NM0055,1.0,2272.0,25.0,55977151032.0,0.0,496.0,496.0
14637678,2018-04-27,ZA180RDT,ST8000NM0055,1.0,30128.0,60.0,31175295720.0,0.0,0.0,0.0
14640235,2020-07-07,ZA180RDW,ST8000NM0055,1.0,72.0,0.0,58477308424.0,0.0,0.0,0.0
14647478,2019-11-13,ZA180RE9,ST8000NM0055,1.0,0.0,0.0,53856075760.0,0.0,0.0,0.0
14658001,2019-11-17,ZA180RJZ,ST8000NM0055,1.0,0.0,0.0,54253049320.0,0.0,0.0,0.0
14670560,2020-12-15,ZA180RNN,ST8000NM0055,1.0,40.0,0.0,65187026976.0,0.0,0.0,0.0
14690223,2022-06-13,ZA180RQ5,ST8000NM0055,1.0,0.0,0.0,76837177968.0,0.0,0.0,0.0
14707978,2021-09-04,ZA180RTJ,ST8000NM0055,1.0,53168.0,53.0,76375156952.0,0.0,0.0,0.0
14745411,2021-09-25,ZA180RYZ,ST8000NM0055,1.0,8.0,10.0,70976404880.0,0.0,16.0,16.0
14750263,2022-04-17,ZA180RZY,ST8000NM0055,1.0,40248.0,40.0,74409553904.0,0.0,0.0,0.0
14756636,2021-12-29,ZA180S47,ST8000NM0055,1.0,144.0,1.0,78740281296.0,0.0,0.0,0.0
14760875,2020-08-15,ZA180S4K,ST8000NM0055,1.0,8720.0,10.0,61773365456.0,8590065666.0,32.0,32.0
14764902,2020-01-16,ZA180S4R,ST8000NM0055,1.0,0.0,3.0,53449942720.0,0.0,8.0,8.0
14775487,2020-01-13,ZA180S54,ST8000NM0055,1.0,8040.0,3.0,54578196160.0,196612.0,8.0,8.0
14957029,2020-12-03,ZA180SKQ,ST8000NM0055,1.0,0.0,0.0,63835978256.0,0.0,0.0,0.0
14969809,2021-07-18,ZA180SL1,ST8000NM0055,1.0,13272.0,305.0,69378113592.0,0.0,480.0,480.0
14995337,2020-07-15,ZA180SLS,ST8000NM0055,1.0,24.0,0.0,60203351576.0,0.0,0.0,0.0
14996968,2022-06-19,ZA180SM1,ST8000NM0055,1.0,27632.0,58.0,78269146776.0,0.0,0.0,0.0
15040664,2020-11-16,ZA180VX4,ST8000NM0055,1.0,48.0,0.0,64915900928.0,0.0,0.0,0.0
15078255,2022-02-05,ZA180WNB,ST8000NM0055,1.0,11408.0,15.0,72827836720.0,0.0,40.0,40.0
15093935,2020-07-15,ZA180X6M,ST8000NM0055,1.0,8.0,0.0,60309579800.0,0.0,0.0,0.0
15096966,2021-10-29,ZA180X72,ST8000NM0055,1.0,480.0,6.0,76138258520.0,0.0,24.0,24.0
15101843,2022-05-12,ZA180X79,ST8000NM0055,1.0,7512.0,39.0,76663072912.0,0.0,0.0,0.0
15118561,2018-11-16,ZA180X8C,ST8000NM0055,1.0,8.0,0.0,38730612272.0,0.0,0.0,0.0
15123827,2018-12-17,ZA180X8P,ST8000NM0055,1.0,168.0,1.0,41947118080.0,0.0,0.0,0.0
15153560,2018-08-06,ZA180XB3,ST8000NM0055,1.0,28312.0,48.0,31832266000.0,0.0,0.0,0.0
15180114,2018-11-21,ZA180XCA,ST8000NM0055,1.0,0.0,0.0,39869315416.0,0.0,0.0,0.0
15184082,2019-11-19,ZA180XCQ,ST8000NM0055,1.0,24.0,0.0,54019148736.0,0.0,8.0,8.0
15187371,2018-01-11,ZA180XCZ,ST8000NM0055,1.0,0.0,0.0,18947365352.0,0.0,0.0,0.0
15194363,2019-03-07,ZA180XD5,ST8000NM0055,1.0,0.0,0.0,44415947208.0,0.0,0.0,0.0
15197709,2018-03-10,ZA180XDJ,ST8000NM0055,1.0,3648.0,8.0,28322124896.0,0.0,8.0,8.0
15208571,2020-10-26,ZA180XE1,ST8000NM0055,1.0,1168.0,128.0,65291447520.0,0.0,0.0,0.0
15237740,2021-07-15,ZA180XGQ,ST8000NM0055,1.0,9352.0,23.0,71074798088.0,0.0,0.0,0.0
15246964,2020-10-28,ZA180XHL,ST8000NM0055,1.0,16.0,0.0,65661442304.0,0.0,0.0,0.0
15251776,2022-03-11,ZA180XHR,ST8000NM0055,1.0,43456.0,46.0,75042593888.0,0.0,0.0,0.0
15265764,2020-05-28,ZA180XJA,ST8000NM0055,1.0,0.0,0.0,60015467000.0,0.0,0.0,0.0
15299222,2019-10-23,ZA180XL7,ST8000NM0055,1.0,8.0,0.0,53891906040.0,0.0,0.0,0.0
15301834,2020-09-01,ZA180XLA,ST8000NM0055,1.0,0.0,0.0,64211549336.0,0.0,0.0,0.0
15321082,2021-05-05,ZA180XM0,ST8000NM0055,1.0,13528.0,45.0,69478816480.0,4295032833.0,8.0,8.0
15321136,2018-02-23,ZA180XM2,ST8000NM0055,1.0,20040.0,31.0,27002717632.0,0.0,120.0,120.0
15325815,2021-11-03,ZA180XM7,ST8000NM0055,1.0,8.0,3.0,74885328904.0,0.0,0.0,0.0
15327272,2021-12-29,ZA180XM8,ST8000NM0055,1.0,37424.0,59.0,77424122424.0,0.0,0.0,0.0
15361663,2022-05-25,ZA180XPE,ST8000NM0055,1.0,34808.0,79.0,77607527720.0,8590065666.0,0.0,0.0
15373879,2020-01-13,ZA180XQ2,ST8000NM0055,1.0,1072.0,7.0,54401650272.0,0.0,16.0,16.0
15385472,2018-04-29,ZA180XQM,ST8000NM0055,1.0,680.0,4.0,30655601832.0,0.0,16.0,16.0
15395063,2021-10-30,ZA180XR2,ST8000NM0055,1.0,1344.0,100.0,78497078232.0,0.0,272.0,272.0
15399269,2020-07-20,ZA180XRG,ST8000NM0055,1.0,21576.0,121.0,64452143856.0,0.0,448.0,448.0
15418910,2022-06-01,ZA180XSL,ST8000NM0055,1.0,24848.0,84.0,77443228712.0,4295032833.0,0.0,0.0
15436028,2019-12-24,ZA180XTV,ST8000NM0055,1.0,440.0,12.0,55674239568.0,0.0,0.0,0.0
15438763,2020-12-30,ZA180XV1,ST8000NM0055,1.0,136.0,0.0,67922093920.0,0.0,0.0,0.0
15443583,2022-03-22,ZA180XV5,ST8000NM0055,1.0,0.0,0.0,79849781912.0,0.0,0.0,0.0
15464653,2021-10-31,ZA180XW5,ST8000NM0055,1.0,15512.0,14.0,76876491048.0,0.0,0.0,0.0
15477609,2022-01-19,ZA180XWP,ST8000NM0055,1.0,18216.0,29.0,78213590088.0,0.0,0.0,0.0
15485105,2020-07-30,ZA180XWY,ST8000NM0055,1.0,736.0,22.0,63343789688.0,0.0,24.0,24.0
15489856,2022-01-16,ZA180XX6,ST8000NM0055,1.0,35488.0,377.0,71840908640.0,21475164165.0,0.0,0.0
15506333,2018-03-01,ZA180XXQ,ST8000NM0055,1.0,0.0,0.0,27805109208.0,0.0,0.0,0.0
15572910,2020-08-23,ZA180Y1V,ST8000NM0055,1.0,80.0,3.0,62893845880.0,0.0,8.0,8.0
15620350,2022-03-12,ZA180Y97,ST8000NM0055,1.0,248.0,1.0,79628088344.0,0.0,0.0,0.0
15660696,2020-09-10,ZA180YDL,ST8000NM0055,1.0,23440.0,197.0,63424797952.0,0.0,0.0,0.0
15668751,2022-02-06,ZA180YE9,ST8000NM0055,1.0,16.0,0.0,77755813432.0,0.0,0.0,0.0
15679166,2019-07-27,ZA180YF7,ST8000NM0055,1.0,16.0,0.0,49788590648.0,0.0,16.0,16.0
15697730,2019-06-05,ZA180YGA,ST8000NM0055,1.0,8.0,0.0,48062483880.0,0.0,0.0,0.0
15753476,2022-06-15,ZA180YKL,ST8000NM0055,1.0,48.0,0.0,82191020456.0,0.0,0.0,0.0
15754936,2022-01-01,ZA180YKM,ST8000NM0055,1.0,0.0,0.0,77101431456.0,0.0,0.0,0.0
15778258,2019-01-01,ZA180YM3,ST8000NM0055,1.0,0.0,0.0,42506308304.0,0.0,0.0,0.0
15784015,2020-04-19,ZA180YMC,ST8000NM0055,1.0,80.0,0.0,57623001216.0,0.0,0.0,0.0
15791112,2019-06-17,ZA180YMP,ST8000NM0055,1.0,16224.0,43.0,49321051392.0,0.0,0.0,0.0
15793212,2019-04-07,ZA180YMR,ST8000NM0055,1.0,0.0,0.0,46734388416.0,0.0,0.0,0.0
15812196,2020-07-27,ZA180YNM,ST8000NM0055,1.0,27832.0,118.0,62459836656.0,0.0,8.0,8.0
15820327,2022-04-24,ZA180YNZ,ST8000NM0055,1.0,12320.0,50.0,75020690552.0,4295032833.0,0.0,0.0
15884457,2018-06-04,ZA180YRX,ST8000NM0055,1.0,0.0,0.0,32845427864.0,0.0,0.0,0.0
15894367,2018-03-05,ZA180YS8,ST8000NM0055,1.0,23104.0,97.0,24386570536.0,0.0,0.0,0.0
15894937,2019-07-24,ZA180YSA,ST8000NM0055,1.0,0.0,0.0,50839020440.0,0.0,0.0,0.0
15907436,2020-10-14,ZA180YSN,ST8000NM0055,1.0,5272.0,18.0,63648283936.0,0.0,0.0,0.0
15916303,2019-11-01,ZA180YSX,ST8000NM0055,1.0,0.0,3.0,53966224752.0,0.0,8.0,8.0
15921203,2022-06-10,ZA180YT7,ST8000NM0055,1.0,0.0,38.0,78427285656.0,0.0,216.0,216.0
15930731,2021-08-20,ZA180YTN,ST8000NM0055,1.0,0.0,0.0,70689536768.0,0.0,0.0,0.0
15936838,2021-04-03,ZA180YTV,ST8000NM0055,1.0,17784.0,23.0,70922309920.0,0.0,16.0,16.0
15948045,2021-09-20,ZA180YV7,ST8000NM0055,1.0,16.0,0.0,71263056784.0,0.0,0.0,0.0
15960700,2021-03-12,ZA180YVS,ST8000NM0055,1.0,0.0,0.0,66232308784.0,0.0,0.0,0.0
15963556,2021-04-30,ZA180YVW,ST8000NM0055,1.0,6336.0,17.0,71651337656.0,0.0,0.0,0.0
15966558,2021-09-23,ZA180YW1,ST8000NM0055,1.0,8121.0,23.0,76073526752.0,0.0,0.0,0.0
15973682,2019-07-18,ZA180YWB,ST8000NM0055,1.0,0.0,5.0,48534956976.0,0.0,16.0,16.0
16012800,2021-10-25,ZA180YXR,ST8000NM0055,1.0,88.0,1.0,76435116984.0,0.0,0.0,0.0
16014385,2022-05-06,ZA180YXS,ST8000NM0055,1.0,20944.0,34.0,81321166856.0,0.0,0.0,0.0
16017648,2022-06-10,ZA180YXX,ST8000NM0055,1.0,61824.0,177.0,78296294016.0,4295032833.0,0.0,0.0
16019026,2021-10-12,ZA180YY0,ST8000NM0055,1.0,18768.0,48.0,57411221464.0,0.0,8.0,8.0
16023438,2021-02-06,ZA180YY5,ST8000NM0055,1.0,20635.0,27.0,68085261560.0,0.0,56.0,56.0
16024992,2022-04-03,ZA180YY8,ST8000NM0055,1.0,32488.0,140.0,75552253656.0,4295032833.0,0.0,0.0
16037896,2021-11-17,ZA180YYK,ST8000NM0055,1.0,3488.0,11.0,70932265280.0,0.0,0.0,0.0
16040316,2020-02-22,ZA180YYQ,ST8000NM0055,1.0,56.0,3.0,57506610776.0,0.0,8.0,8.0
16040689,2019-01-08,ZA180YYT,ST8000NM0055,1.0,0.0,0.0,40672927664.0,0.0,0.0,0.0
16045246,2021-07-03,ZA180YZ0,ST8000NM0055,1.0,0.0,0.0,71186635088.0,0.0,0.0,0.0
16063132,2022-01-23,ZA180YZK,ST8000NM0055,1.0,27088.0,104.0,72038592152.0,0.0,0.0,0.0
16074501,2022-03-04,ZA180Z00,ST8000NM0055,1.0,3792.0,16.0,74115921136.0,0.0,0.0,0.0
16090574,2021-08-11,ZA180Z0D,ST8000NM0055,1.0,15704.0,28.0,70251712096.0,0.0,0.0,0.0
16148242,2018-09-14,ZA180Z2Y,ST8000NM0055,1.0,0.0,0.0,38125507600.0,0.0,0.0,0.0
16154793,2022-06-19,ZA180Z35,ST8000NM0055,1.0,7336.0,59.0,76968250160.0,0.0,0.0,0.0
16167007,2020-01-09,ZA180Z3H,ST8000NM0055,1.0,9.0,14.0,55836746448.0,0.0,24.0,24.0
16169818,2021-03-19,ZA180Z3M,ST8000NM0055,1.0,32.0,6.0,69366246640.0,0.0,24.0,24.0
16175147,2019-02-14,ZA180Z3W,ST8000NM0055,1.0,320.0,0.0,44074364064.0,0.0,0.0,0.0
16189485,2021-05-03,ZA180Z4N,ST8000NM0055,1.0,12336.0,2.0,70122986528.0,0.0,0.0,0.0
16209691,2019-06-18,ZA180Z59,ST8000NM0055,1.0,0.0,1.0,46734492448.0,0.0,8.0,8.0
16212808,2022-01-20,ZA180Z5C,ST8000NM0055,1.0,11953.0,26.0,79498111696.0,0.0,0.0,0.0
16219280,2022-04-06,ZA180Z5T,ST8000NM0055,1.0,61704.0,89.0,80029991552.0,0.0,8.0,8.0
16260281,2020-01-09,ZA180Z8N,ST8000NM0055,1.0,8.0,81.0,55142255144.0,0.0,0.0,0.0
16263422,2022-02-12,ZA180Z8Z,ST8000NM0055,1.0,40.0,0.0,79203889552.0,0.0,0.0,0.0
16270960,2020-09-08,ZA180Z9Y,ST8000NM0055,1.0,104.0,7.0,65234732872.0,0.0,8.0,8.0
16285596,2022-02-25,ZA180ZBN,ST8000NM0055,1.0,0.0,0.0,78544953912.0,0.0,0.0,0.0
16292307,2018-06-09,ZA180ZCJ,ST8000NM0055,1.0,45856.0,82.0,32873221032.0,0.0,16.0,16.0
16298479,2021-06-08,ZA180ZD1,ST8000NM0055,1.0,19296.0,35.0,70454305264.0,0.0,0.0,0.0
16303003,2021-05-31,ZA180ZD7,ST8000NM0055,1.0,23912.0,45.0,70398935784.0,0.0,0.0,0.0
16318256,2019-05-14,ZA180ZE5,ST8000NM0055,1.0,104.0,0.0,46393161584.0,0.0,0.0,0.0
16319421,2021-03-12,ZA180ZEB,ST8000NM0055,1.0,49448.0,273.0,68942309336.0,0.0,16.0,16.0
16319776,2018-12-22,ZA180ZEC,ST8000NM0055,1.0,23320.0,9.0,40987653312.0,0.0,8.0,8.0
16332990,2018-04-06,ZA180ZF8,ST8000NM0055,1.0,0.0,0.0,29387278328.0,0.0,0.0,0.0
16354812,2019-05-24,ZA180ZHC,ST8000NM0055,1.0,10.0,3.0,49132559600.0,0.0,40.0,40.0
16355548,2020-01-06,ZA180ZHH,ST8000NM0055,1.0,14072.0,27.0,55944813360.0,0.0,0.0,0.0
16355576,2018-01-28,ZA180ZHJ,ST8000NM0055,1.0,1864.0,3.0,27047219128.0,0.0,0.0,0.0
16361657,2021-03-11,ZA180ZHZ,ST8000NM0055,1.0,61016.0,376.0,68592517600.0,0.0,0.0,0.0
16387209,2020-08-17,ZA180ZP7,ST8000NM0055,1.0,4248.0,0.0,61068477888.0,0.0,16.0,16.0
16389622,2020-02-10,ZA180ZPC,ST8000NM0055,1.0,8.0,5.0,56658338336.0,0.0,16.0,16.0
16409421,2018-05-12,ZA180ZRC,ST8000NM0055,1.0,440.0,0.0,31789428680.0,0.0,0.0,0.0
16447864,2019-12-27,ZA180ZVF,ST8000NM0055,1.0,40.0,0.0,54902814112.0,0.0,0.0,0.0
16448617,2020-01-25,ZA180ZVK,ST8000NM0055,1.0,248.0,0.0,55768351720.0,0.0,0.0,0.0
16453977,2019-03-18,ZA180ZVY,ST8000NM0055,1.0,0.0,0.0,42840994728.0,0.0,0.0,0.0
16488067,2021-07-10,ZA180ZZE,ST8000NM0055,1.0,88.0,0.0,70821421568.0,0.0,0.0,0.0
16489717,2018-01-09,ZA180ZZH,ST8000NM0055,1.0,1448.0,4.0,26039561744.0,0.0,0.0,0.0
16530728,2018-01-15,ZA181026,ST8000NM0055,1.0,88.0,5.0,26576256584.0,0.0,16.0,16.0
16548037,2020-06-15,ZA181038,ST8000NM0055,1.0,26840.0,66.0,62218676008.0,0.0,0.0,0.0
16570812,2021-12-12,ZA18104G,ST8000NM0055,1.0,,,,,,
16592168,2018-01-30,ZA18105C,ST8000NM0055,1.0,0.0,0.0,19195705768.0,0.0,0.0,0.0
16620024,2022-05-27,ZA18106K,ST8000NM0055,1.0,,,,,,
16626971,2019-01-15,ZA18106W,ST8000NM0055,1.0,216.0,0.0,42995708320.0,0.0,0.0,0.0
16671973,2019-11-30,ZA18109B,ST8000NM0055,1.0,25336.0,13.0,53961652640.0,0.0,0.0,0.0
16724865,2019-01-24,ZA1810B6,ST8000NM0055,1.0,0.0,0.0,40108778024.0,0.0,0.0,0.0
16726485,2022-06-11,ZA1810B8,ST8000NM0055,1.0,23552.0,414.0,81390857776.0,65548.0,304.0,304.0
16743454,2019-07-16,ZA1810C1,ST8000NM0055,1.0,16800.0,3.0,50795255080.0,0.0,16.0,16.0
16766863,2019-04-02,ZA1810CT,ST8000NM0055,1.0,8.0,0.0,45588881232.0,0.0,0.0,0.0
16783380,2018-04-23,ZA1810EF,ST8000NM0055,1.0,0.0,0.0,24545149088.0,0.0,0.0,0.0
16808819,2020-04-19,ZA1810FR,ST8000NM0055,1.0,0.0,0.0,59941680328.0,0.0,0.0,0.0
16813624,2022-03-01,ZA1810FV,ST8000NM0055,1.0,16.0,9.0,73866078560.0,0.0,0.0,0.0
16821715,2022-03-04,ZA1810G2,ST8000NM0055,1.0,9360.0,24.0,74963104808.0,0.0,0.0,0.0
16858374,2019-08-07,ZA1810KB,ST8000NM0055,1.0,0.0,6.0,51669221376.0,0.0,16.0,16.0
16872030,2019-06-13,ZA1810KV,ST8000NM0055,1.0,9.0,4.0,47487475472.0,0.0,8.0,8.0
16885041,2022-03-07,ZA1810LK,ST8000NM0055,1.0,62480.0,35.0,74750014608.0,0.0,0.0,0.0
16902446,2020-09-24,ZA1810R3,ST8000NM0055,1.0,56.0,3.0,61420707920.0,0.0,8.0,8.0
16914218,2018-10-29,ZA1811D2,ST8000NM0055,1.0,0.0,0.0,38949447440.0,0.0,0.0,0.0
17024217,2018-07-14,ZA1813W6,ST8000NM0055,1.0,48.0,0.0,34406534280.0,0.0,0.0,0.0
17032899,2019-05-02,ZA18141J,ST8000NM0055,1.0,,,,,,
17062046,2021-06-25,ZA181441,ST8000NM0055,1.0,41816.0,395.0,70662374728.0,0.0,40.0,40.0
17066612,2021-07-05,ZA181445,ST8000NM0055,1.0,44960.0,64.0,70279571560.0,0.0,8.0,8.0
17083370,2019-01-04,ZA18145R,ST8000NM0055,1.0,0.0,3.0,42006499112.0,0.0,8.0,8.0
17110183,2019-07-22,ZA18147N,ST8000NM0055,1.0,0.0,0.0,49303427304.0,0.0,0.0,0.0
17122249,2019-08-05,ZA18148A,ST8000NM0055,1.0,0.0,0.0,50078017352.0,0.0,0.0,0.0
17123753,2022-02-14,ZA18148C,ST8000NM0055,1.0,40.0,0.0,78004631568.0,0.0,0.0,0.0
17128975,2018-10-23,ZA18148T,ST8000NM0055,1.0,0.0,0.0,39271398488.0,0.0,0.0,0.0
17137509,2018-11-30,ZA181497,ST8000NM0055,1.0,0.0,0.0,40184530112.0,0.0,0.0,0.0
17172726,2018-08-16,ZA1814CK,ST8000NM0055,1.0,672.0,9.0,31671085512.0,0.0,16.0,16.0
17173951,2021-05-11,ZA1814CL,ST8000NM0055,1.0,14792.0,36.0,71003355584.0,0.0,256.0,256.0
17191883,2022-03-19,ZA1814D6,ST8000NM0055,1.0,2496.0,3.0,79510492992.0,0.0,8.0,8.0
17196692,2022-03-11,ZA1814DD,ST8000NM0055,1.0,40.0,0.0,72385172904.0,0.0,0.0,0.0
17222722,2021-12-06,ZA1814EE,ST8000NM0055,1.0,4400.0,13.0,71811752072.0,0.0,16.0,16.0
17225267,2020-06-26,ZA1814ES,ST8000NM0055,1.0,22112.0,33.0,63465058392.0,4295032833.0,0.0,0.0
17231219,2020-11-04,ZA1814EY,ST8000NM0055,1.0,8.0,0.0,65199668344.0,0.0,0.0,0.0
17231595,2019-01-11,ZA1814EZ,ST8000NM0055,1.0,64.0,0.0,40918279880.0,0.0,0.0,0.0
17247556,2021-04-17,ZA1814FC,ST8000NM0055,1.0,25512.0,38.0,69848420008.0,0.0,0.0,0.0
17248110,2019-07-08,ZA1814FD,ST8000NM0055,1.0,0.0,0.0,47671788104.0,0.0,0.0,0.0
17252045,2019-10-16,ZA1814FJ,ST8000NM0055,1.0,8.0,9.0,50864896768.0,0.0,24.0,24.0
17259461,2020-05-10,ZA1814FX,ST8000NM0055,1.0,24928.0,30.0,60050168784.0,0.0,0.0,0.0
17262345,2021-05-26,ZA1814FZ,ST8000NM0055,1.0,58888.0,70.0,69758857784.0,0.0,0.0,0.0
17263634,2021-07-14,ZA1814G3,ST8000NM0055,1.0,330.0,0.0,74186134688.0,0.0,16.0,16.0
17285706,2020-01-27,ZA1814H1,ST8000NM0055,1.0,10360.0,34.0,56753277632.0,0.0,0.0,0.0
17296429,2020-06-01,ZA1814J4,ST8000NM0055,1.0,0.0,0.0,60913155744.0,0.0,0.0,0.0
17300087,2019-01-16,ZA1814JM,ST8000NM0055,1.0,0.0,0.0,42446515464.0,0.0,0.0,0.0
17331915,2019-11-01,ZA1814L2,ST8000NM0055,1.0,0.0,3.0,52266518392.0,0.0,8.0,8.0
17333231,2021-08-08,ZA1814L4,ST8000NM0055,1.0,3840.0,1.0,69181643072.0,0.0,0.0,0.0
17392204,2022-04-07,ZA1814NK,ST8000NM0055,1.0,0.0,0.0,75670401384.0,0.0,0.0,0.0
17397604,2019-04-22,ZA1814NS,ST8000NM0055,1.0,0.0,0.0,44699247912.0,0.0,0.0,0.0
17408862,2021-11-21,ZA1814P4,ST8000NM0055,1.0,40.0,0.0,76067236848.0,0.0,0.0,0.0
17410034,2021-03-19,ZA1814P5,ST8000NM0055,1.0,3456.0,0.0,69245219080.0,0.0,0.0,0.0
17423372,2018-07-30,ZA1814Q6,ST8000NM0055,1.0,96.0,9.0,31541414160.0,0.0,24.0,24.0
